,IRE,RSA,FRA,NZL,SCO,ENG,WAL,FIJ,AUS,ARG,SAM,ITA,GEO,JPN,TGA,POR,URU,USA,ROU,ESP,NAM,CHI,CAN,HKG,RUS,BRA,NED,SUI,BEL,KOR,ZIM,GER,KEN,POL,CZE,UKR,TUN,PAR,SWE,PHI,CRO,UGA,COL,MAD,MLT,SRI,MAR,CIV,MEX,TTO,LTU,MAS,COK,CAY,SGP,SEN,MDA,GUY,BUL,UAE,LAT,ISR,KAZ,LUX,TPE,JAM,BER,ZAM,NGR,HUN,SRB,FIN,DEN,GUM,PER,ALG,BOT,VEN,THA,SLO,VIN,CHN,BAR,PNG,GHA,IND,AUT,AND,UZB,BUR,MRI,BIH,PAK,LAO,IRI,RWA,CRC,NIU,BAH,BDI,SWZ,NOR,SOL,CMR,INA,MON,GRE,VAN,ASA
BUR,4.0474159274194204e-27,4.7237595636425735e-27,1.3878753662531003e-26,2.5201136740931108e-25,1.7923440363254223e-23,2.1541623058124348e-23,2.8348508759334497e-22,2.850913747339283e-22,1.498469780459421e-21,6.162137376044291e-21,2.4940813720981192e-20,4.3490639219359074e-20,1.6072208958005296e-19,4.610977471421266e-19,9.073675574555428e-18,4.8820505149259465e-17,3.536496870906954e-16,5.294719283582574e-16,2.803678421436541e-15,4.663677208132463e-15,5.3218337402169584e-14,1.638270120299912e-13,1.693123831379167e-13,3.2726431359809865e-13,1.8586092472533176e-12,1.0274283102528515e-11,1.7210779484833523e-11,1.9257535968638186e-11,6.028666226422754e-11,1.8599349904049032e-10,5.169923030856834e-10,5.78887516200703e-10,9.802929404026291e-10,1.258428411206749e-09,2.7005168064576823e-09,1.182942943800705e-08,2.5134358046203163e-08,2.6487636056570153e-08,3.2004045705704856e-08,5.3389354337442034e-08,7.081458632310303e-08,9.207333679112087e-08,9.634559769267894e-08,1.3171592044760012e-07,1.517462064751178e-07,1.5560097301243487e-07,2.3039923335807052e-07,2.5342347800878227e-07,3.8450280037190737e-07,5.250056317753755e-07,5.927480094412469e-07,7.577354184764009e-07,7.855477960260754e-07,1.6429945279825302e-06,2.271623030729381e-06,5.204343342103979e-06,6.208102313882054e-06,7.413265690320056e-06,1.1699013373777164e-05,1.9747389452940426e-05,3.2017205483982764e-05,3.7693194846252536e-05,4.070833993527264e-05,4.405158085250905e-05,0.00028019389556807915,0.0003515200711059978,0.00038516073912942087,0.00041921568017677885,0.0006608273159396116,0.0010419929235412717,0.003639976700303235,0.003915141438293684,0.0046294678581768394,0.004828657439176528,0.004968646858550216,0.005475294557326166,0.00568652636155693,0.007979118959118374,0.011712765733299841,0.012365541812970707,0.020540246424988095,0.02054880221626969,0.02472806176837239,0.06699860143014777,0.09813066082418205,0.10917492932631469,0.12083775695553481,0.2641095788025514,0.44206123895421956,0.5,0.6205541696846602,0.640220455029861,0.7146689139723706,0.7407748991821541,0.7407748991821541,0.7800987283240334,0.8447735418238063,0.9186253076431848,0.9641905039447044,0.9925607216742158,0.9933664875266822,0.9939277828208511,0.9991564433838268,0.9996403122922438,0.9998885475661118,0.9999990609929645,0.999999497438982,0.9999998570588007,0.9999999753353132
MRI,2.474844537732493e-27,2.8884035550792038e-27,8.486342473369018e-27,1.5409559266054622e-25,1.0959518190327356e-23,1.3171902546048067e-23,1.7334060376797658e-22,1.7432278870453613e-22,9.162586246706016e-22,3.7679181728139966e-21,1.5250381406520958e-20,2.6592910845995128e-20,9.827558931996259e-20,2.819441493879354e-19,5.5482156604455656e-18,2.985192593611725e-17,2.1624365077923858e-16,3.2375242210789845e-16,1.7143452393524316e-15,2.851665425859289e-15,3.254103704408278e-14,1.0017413409597105e-13,1.0352823482772913e-13,2.0010997471651626e-13,1.1364705347394368e-12,6.2823425789410664e-12,1.0523752528097746e-11,1.177526811110676e-11,3.6863055213939656e-11,1.1372811775261664e-10,3.161215947514744e-10,3.5396821909195406e-10,5.994127298411926e-10,7.694822417499534e-10,1.6512657444598949e-09,7.233256845526879e-09,1.5368726724158575e-08,1.6196205989750082e-08,1.956928571348977e-08,3.264560822643332e-08,4.330049100914677e-08,5.6299428293571525e-08,5.891175737455365e-08,8.053939816912485e-08,9.278717559378184e-08,9.51442224650225e-08,1.408805878720926e-07,1.5495906111096893e-07,2.3510921893581313e-07,3.210215130879061e-07,3.6244347938817485e-07,4.6332720609613224e-07,4.803334523449323e-07,1.0046307821359252e-06,1.389014351913565e-06,3.1822691238046444e-06,3.796033181710591e-06,4.532949732392098e-06,7.153544748486624e-06,1.2074887971542458e-05,1.9577575728436963e-05,2.3048326448991693e-05,2.489203186505678e-05,2.6936366858048576e-05,0.00017134681586062305,0.00021497083010378078,0.0002355467383222595,0.000256376579578122,0.00040417513806851826,0.0006373980305267213,0.00222886278583998,0.0023976107920835317,0.0028358485767957815,0.0029580944291682553,0.0030440195332861026,0.00335507673540927,0.003484799107458817,0.00489410757085641,0.007194663081703937,0.007597571944026276,0.012660638023172764,0.01266595410228327,0.015266973058119327,0.04206209383150524,0.062381707670649274,0.06971356071342634,0.07752772427272372,0.17996004819362058,0.32635844702915795,0.3794458303153398,0.5,0.5210924885980661,0.6049821770351305,0.6360125591004838,0.6360125591004838,0.6844591366831657,0.7689305730858508,0.8734610031348746,0.9427392711999398,0.9878908792086082,0.9891969415975289,0.9901075299859887,0.9986211677792549,0.9994118931183438,0.9998177411125264,0.9999984643278776,0.9999991781007703,0.9999997662307976,0.9999999596628218
BIH,2.2744938079242306e-27,2.6545732067814032e-27,7.79933168056175e-27,1.4162080324283845e-25,1.0072291766888732e-23,1.2105572823987242e-23,1.5930783688471273e-22,1.6021050916266034e-22,8.420830223864826e-22,3.462886828714799e-21,1.4015788688446524e-20,2.4440085076743886e-20,9.031970128643317e-20,2.591193960614909e-19,5.09906055605167e-18,2.74352670081334e-17,1.9873767309479038e-16,2.9754308529600323e-16,1.5755606350627923e-15,2.6208092082144566e-15,2.990668146291468e-14,9.206454960771725e-14,9.514711953452476e-14,1.8391009675848916e-13,1.0444677048368386e-12,5.773756321744394e-12,9.67180345931415e-12,1.0822002754938564e-11,3.387881119286224e-11,1.0452127221477533e-10,2.90530010620605e-10,3.2531276622625447e-10,5.508873473442741e-10,7.071889032191563e-10,1.5175877329873253e-09,6.647689446781974e-09,1.4124553393280012e-08,1.4885044180433613e-08,1.798505666627793e-08,3.0002787177577766e-08,3.979510531835402e-08,5.1741715358151655e-08,5.414256368772638e-08,7.401934175301563e-08,8.527560204709715e-08,8.74418345168342e-08,1.2947561898975155e-07,1.4241437149947155e-07,2.1607598565503256e-07,2.9503326434133453e-07,3.331019226503422e-07,4.258186260870788e-07,4.414481349932559e-07,9.233010979964486e-07,1.27656701244589e-06,2.924649678618831e-06,3.4887268626965325e-06,4.16598688290505e-06,6.574434236037435e-06,1.1097377774982182e-05,1.7992704052250294e-05,2.1182491589839244e-05,2.2876946640882604e-05,2.4755790633552486e-05,0.00015747764025690896,0.0001975713317791834,0.00021648220962662372,0.00023562653607885916,0.0003714673447435902,0.0005858277817336346,0.002048795157052393,0.002203940291511282,0.0026068712846609417,0.002719273455180489,0.0027982808883283104,0.00308430464562624,0.0032035914017587283,0.004499688489964641,0.006616073518420952,0.006986808768181663,0.011647635788668367,0.011652531537923685,0.014048400086875145,0.03878904408723376,0.05762260444064439,0.0644335486944888,0.07170149335536491,0.16783655591068178,0.30807764585100045,0.359779544970139,0.4789075114019338,0.5,0.5846393682247985,0.616254130055031,0.616254130055031,0.6659492851044354,0.753592000812083,0.8638324710456291,0.9380080895251597,0.9868382758118811,0.9882565200267462,0.9892455146304473,0.9984998943616252,0.999360122369502,0.9998016898665045,0.9999983290571132,0.9999991057031394,0.9999997456390429,0.9999999561096872
PAK,1.6159281026469253e-27,1.8859578471600462e-27,5.541083119494713e-27,1.006153699263696e-25,7.155921580208127e-24,8.600478601774035e-24,1.1318123166439298e-22,1.1382254073119897e-22,5.982630578704601e-22,2.460229226965011e-21,9.957603200991485e-21,1.736360862755438e-20,6.41681867952067e-20,1.8409296722544027e-19,3.6226589058697664e-18,1.9491554036159267e-17,1.4119440109692653e-16,2.1139131335639132e-16,1.1193667350300468e-15,1.8619700068977557e-15,2.1247385622446963e-14,6.540782500719019e-14,6.759785575414079e-14,1.3066005837307282e-13,7.420484991752112e-13,4.102000658631154e-12,6.871392201102813e-12,7.68855835868029e-12,2.4069409598135896e-11,7.425778013241443e-11,2.0640883137514173e-10,2.3112045384026798e-10,3.913813011962587e-10,5.024267020840143e-10,1.078179530979716e-09,4.722891826733316e-09,1.0034875794940962e-08,1.057517115244264e-08,1.2777594093606855e-08,2.1315664703172384e-08,2.8272677440863792e-08,3.6760220180734176e-08,3.846591768203212e-08,5.258749732572176e-08,6.058457699043108e-08,6.21235902370599e-08,9.198675258985779e-08,1.0117916954292999e-07,1.535125214038829e-07,2.0960821354204535e-07,2.366543306892495e-07,3.0252549686634304e-07,3.13629580300728e-07,6.55965114137352e-07,9.06945213747465e-07,2.077837095744184e-06,2.4785899416162365e-06,2.9597545511896994e-06,4.670856094395697e-06,7.884225567247378e-06,1.2783093755213565e-05,1.5049323618228468e-05,1.625317497935128e-05,1.7588029649415578e-05,0.0001118860588567383,0.00014037379690443207,0.00015381075714292848,0.00016741374215795135,0.0002639396460624246,0.00041627555729524676,0.0014564430946290754,0.001566802758747539,0.0018534667267462652,0.001933446833493631,0.0019896679313722208,0.0021932218266107416,0.0022781243405499093,0.0032010017864353636,0.004709451717305719,0.004973883327446203,0.008303136761082719,0.008306638560994143,0.010021536049212453,0.02787093682796869,0.04163294881844898,0.0466474818064875,0.052020755248678316,0.1253311084939169,0.2403119616485469,0.2853310860276293,0.3950178229648695,0.4153606317752016,0.5,0.532910059121809,0.532910059121809,0.5861501210577773,0.6848204813107349,0.8184148745430497,0.9148936840491647,0.9815731044194349,0.9835492404148912,0.9849286198072786,0.9978898217706564,0.9990995773471665,0.9997208918402071,0.9999976480719313,0.9999987412361186,0.9999996419751839,0.9999999382223488
LAO,1.4163436193577954e-27,1.6530217890433803e-27,4.856699817134316e-27,8.818829066163895e-26,6.272088377045229e-24,7.538227085161018e-24,9.920213345899414e-23,9.976423396539607e-23,5.243711420850584e-22,2.1563644830866662e-21,8.727732214520801e-21,1.521901639582789e-20,5.624272626008537e-20,1.6135550775514088e-19,3.175221606724805e-18,1.7084137682401475e-17,1.2375537547438275e-16,1.8528221482723206e-16,9.811129160290252e-16,1.631996704794881e-15,1.8623105201953866e-14,5.732925583338735e-14,5.92487942519346e-14,1.145221372649502e-13,6.5039753646179e-13,3.5953595026536167e-12,6.02270143343847e-12,6.738938790376718e-12,2.109657889499497e-11,6.508614641140635e-11,1.809151229103976e-10,2.025745944840528e-10,3.430415052526554e-10,4.4037160599546603e-10,9.450127743476201e-10,4.139563942638113e-09,8.795460823750317e-09,9.269023900511361e-09,1.1199423949704669e-08,1.86829511317604e-08,2.478069808289618e-08,3.221993815831101e-08,3.3714963704934593e-08,4.6092376670129965e-08,5.310173116825201e-08,5.445065976317864e-08,8.062540119383524e-08,8.868245607595332e-08,1.345520781204747e-07,1.837193517550605e-07,2.0742498413962667e-07,2.651603573748448e-07,2.748929679360536e-07,5.749464209949409e-07,7.949278240695406e-07,1.8212023561330487e-06,2.1724581172586796e-06,2.594194010872874e-06,4.093957541744025e-06,6.91044572559927e-06,1.1204262016178993e-05,1.3190594969439787e-05,1.4245761831956613e-05,1.5415752497962844e-05,9.806828362769183e-05,0.00012303825791376387,0.00013481603712829776,0.00014673938038450705,0.00023134780562518467,0.0003648798133409472,0.0012767863999159957,0.001373551588814668,0.0016249156517631862,0.0016950501557602261,0.0017443512297594596,0.0019228562413045013,0.00199731349655893,0.00280675334481643,0.004130186225420836,0.0043622351371118764,0.007285081201222088,0.0072881567975246805,0.008794654405392005,0.02451295909959279,0.036679442272862586,0.041122945008845224,0.045890485004524834,0.11157857715471742,0.21707384483506087,0.2592251008178459,0.3639874408995162,0.383745869944969,0.46708994087819095,0.5,0.5,0.5538507739950728,0.6556985383346414,0.7979956640725984,0.9040515905160926,0.9790309219045802,0.9812744855322263,0.9828412732735873,0.9975931810594927,0.998972824352118,0.9996815737545748,0.9999973166501758,0.9999985638572856,0.9999995915240306,0.9999999295169332
IRI,1.4163436193577954e-27,1.6530217890433803e-27,4.856699817134316e-27,8.818829066163895e-26,6.272088377045229e-24,7.538227085161018e-24,9.920213345899414e-23,9.976423396539607e-23,5.243711420850584e-22,2.1563644830866662e-21,8.727732214520801e-21,1.521901639582789e-20,5.624272626008537e-20,1.6135550775514088e-19,3.175221606724805e-18,1.7084137682401475e-17,1.2375537547438275e-16,1.8528221482723206e-16,9.811129160290252e-16,1.631996704794881e-15,1.8623105201953866e-14,5.732925583338735e-14,5.92487942519346e-14,1.145221372649502e-13,6.5039753646179e-13,3.5953595026536167e-12,6.02270143343847e-12,6.738938790376718e-12,2.109657889499497e-11,6.508614641140635e-11,1.809151229103976e-10,2.025745944840528e-10,3.430415052526554e-10,4.4037160599546603e-10,9.450127743476201e-10,4.139563942638113e-09,8.795460823750317e-09,9.269023900511361e-09,1.1199423949704669e-08,1.86829511317604e-08,2.478069808289618e-08,3.221993815831101e-08,3.3714963704934593e-08,4.6092376670129965e-08,5.310173116825201e-08,5.445065976317864e-08,8.062540119383524e-08,8.868245607595332e-08,1.345520781204747e-07,1.837193517550605e-07,2.0742498413962667e-07,2.651603573748448e-07,2.748929679360536e-07,5.749464209949409e-07,7.949278240695406e-07,1.8212023561330487e-06,2.1724581172586796e-06,2.594194010872874e-06,4.093957541744025e-06,6.91044572559927e-06,1.1204262016178993e-05,1.3190594969439787e-05,1.4245761831956613e-05,1.5415752497962844e-05,9.806828362769183e-05,0.00012303825791376387,0.00013481603712829776,0.00014673938038450705,0.00023134780562518467,0.0003648798133409472,0.0012767863999159957,0.001373551588814668,0.0016249156517631862,0.0016950501557602261,0.0017443512297594596,0.0019228562413045013,0.00199731349655893,0.00280675334481643,0.004130186225420836,0.0043622351371118764,0.007285081201222088,0.0072881567975246805,0.008794654405392005,0.02451295909959279,0.036679442272862586,0.041122945008845224,0.045890485004524834,0.11157857715471742,0.21707384483506087,0.2592251008178459,0.3639874408995162,0.383745869944969,0.46708994087819095,0.5,0.5,0.5538507739950728,0.6556985383346414,0.7979956640725984,0.9040515905160926,0.9790309219045802,0.9812744855322263,0.9828412732735873,0.9975931810594927,0.998972824352118,0.9996815737545748,0.9999973166501758,0.9999985638572856,0.9999995915240306,0.9999999295169332
RWA,1.1409221386031992e-27,1.3315759882959787e-27,3.912268369190753e-27,7.103923921163946e-26,5.052421168735452e-24,6.0723471689576e-24,7.991133557784164e-23,8.036413029736373e-23,4.2240218875752444e-22,1.737038910632969e-21,7.030541718302904e-21,1.2259533983453988e-20,4.5305793487195216e-20,1.2997839540299772e-19,2.5577695811742084e-18,1.3761964705736446e-17,9.968996627661307e-17,1.492523268341291e-16,7.903261829036992e-16,1.3146394315471396e-15,1.50016653614607e-14,4.6181037056259605e-14,4.7727302981906234e-14,9.22522190095256e-14,5.239215527223534e-13,2.8962076693491513e-12,4.8515298870276415e-12,5.428488081253165e-12,1.6994148581755415e-11,5.242952652390476e-11,1.457344574598678e-10,1.631820388892089e-10,2.7633382357177754e-10,3.547371610028599e-10,7.612460570853869e-10,3.3345863853735693e-09,7.085099867747736e-09,7.46657410381248e-09,9.02158951896316e-09,1.5049873735989457e-08,1.9961855867914457e-08,2.5954465058580055e-08,2.7158768691171438e-08,3.7129276198514264e-08,4.2775595191436314e-08,4.386221182069226e-08,6.49470265130524e-08,7.143731069547854e-08,1.0838715029407392e-07,1.479933826303555e-07,1.6708923090098292e-07,2.1359741624371735e-07,2.2143742898502003e-07,4.6314267568846205e-07,6.403466509641691e-07,1.4670527649227933e-06,1.7500037239498456e-06,2.089729378866123e-06,3.2978512054391143e-06,5.566651343020909e-06,9.025506422322742e-06,1.0625585640914982e-05,1.1475569811325082e-05,1.2418050106407339e-05,7.899948016935627e-05,9.911467045621057e-05,0.00010860262428228539,0.0001182078859889949,0.00018636840989617735,0.00029394632180540373,0.001028758570657538,0.001106747037501326,0.0013093490851013858,0.0013658817596323917,0.0014056223461556474,0.0015495179583814803,0.0016095420410477171,0.002262188177518985,0.0033297065187526376,0.0035169403901309623,0.005876753230406397,0.005879237783769873,0.00709658686531201,0.019840757664452445,0.02975903732329584,0.03339323469981833,0.03729949875184114,0.09187451072003165,0.18256836109575875,0.21990127167596657,0.31554086331683423,0.33405071489556454,0.4138498789422227,0.44614922600492735,0.44614922600492735,0.5,0.6053820623832783,0.7608912903240442,0.8835858099127112,0.97410003888569,0.9768587067164063,0.9787869810973012,0.9970139038573469,0.9987251776695046,0.9996047352396789,0.9999966688849208,0.9999982171694318,0.9999994929169518,0.9999999125021447
CRC,7.437094180564073e-28,8.679870166827446e-28,2.5502098115945752e-27,4.6306885865094867e-26,3.293417736442878e-24,3.9582558935974584e-24,5.209015660916743e-23,5.238531057801501e-23,2.753426157294222e-22,1.1322877816620875e-21,4.582854441181833e-21,7.991369941896005e-21,2.9532554561695873e-20,8.472633980388431e-20,1.6672805815358357e-18,8.970728515397545e-18,6.498284527672578e-17,9.729004055374863e-17,5.151736526750608e-16,8.569469322305498e-16,9.778826651140273e-15,3.010308156207806e-14,3.111101408684354e-14,6.013455414055201e-14,3.4151795280215447e-13,1.887891248198e-12,3.1624668738464596e-12,3.538556729896757e-12,1.1077625654323274e-11,3.4176155709025916e-11,9.49969194974471e-11,1.0637011508517463e-10,1.801280387014335e-10,2.3123520762599103e-10,4.962177900727457e-10,2.1736481562538747e-09,4.618418149868461e-09,4.867081905216272e-09,5.880717785334184e-09,9.810251302831016e-09,1.3012123975613537e-08,1.691840277789054e-08,1.770342739965495e-08,2.4202696938816197e-08,2.7883246721420732e-08,2.85915571468449e-08,4.233568159508011e-08,4.656636968343104e-08,7.065210217627325e-08,9.646940349313309e-08,1.0891702220610507e-07,1.392333592023281e-07,1.4434386762285028e-07,3.0189932660462357e-07,4.1740967696158496e-07,9.562979614542061e-07,1.1407395825308745e-06,1.3621898448421446e-06,2.1497048167011083e-06,3.628625402365639e-06,5.88328948467156e-06,6.926307308300474e-06,7.480373247948898e-06,8.09473357882379e-06,5.14971805668428e-05,6.461006852680784e-05,7.079523287396481e-05,7.705691144834725e-05,0.00012149202016290266,0.00019162834597393378,0.0006708359314919599,0.0007217104843262546,0.0008538876683025847,0.0008907728048022383,0.0009167026962504895,0.0010105975429790012,0.0010497672737456289,0.0014757683080013672,0.0021729862266125625,0.002295325957593496,0.003838611882199109,0.0038402380858384394,0.004637363376291649,0.013023144395210996,0.01960149455943425,0.02202340149714413,0.024633543415028332,0.06186724102724076,0.1270847473309203,0.15522645817619368,0.23106942691414928,0.24640799918791695,0.31517951868926514,0.3443014616653585,0.3443014616653585,0.3946179376167217,0.5,0.6747241785808723,0.8318635061982531,0.9608090871542506,0.964932443176879,0.9678217516329302,0.9954263342384839,0.9980456300014655,0.9993937536334847,0.9999948897565553,0.9999972649681739,0.9999992220857973,0.9999998657698381
NIU,3.585327153448733e-28,4.184453422529562e-28,1.22942324818158e-27,2.2323952238989073e-26,1.5877142001209304e-24,1.908224098156717e-24,2.5111992450804216e-23,2.5254282371203893e-23,1.3273912266113362e-22,5.458613311258897e-22,2.20933499957723e-21,3.852536346898952e-21,1.4237263534656973e-20,4.084547530742051e-20,8.037744576396957e-19,4.324672479814183e-18,3.13273913201045e-17,4.690227334609699e-17,2.483585713495926e-16,4.131230599741781e-16,4.714246165233094e-15,1.4512307240785283e-14,1.4998218506952917e-14,2.8990092714451576e-14,1.6464139889097574e-13,9.101280137904275e-13,1.5245844787516774e-12,1.7058925461635874e-12,5.340380408010513e-12,1.6475883737825386e-11,4.579678927221882e-11,5.1279660132316315e-11,8.683740351194261e-11,1.1147551028743703e-10,2.392201946129483e-10,1.0478877335990688e-09,2.226479810029105e-09,2.3463573988912725e-09,2.835018181811545e-09,4.729395608411788e-09,6.272977132672213e-09,8.156143774886815e-09,8.534594023689849e-09,1.1667808085033094e-08,1.3442153697819914e-08,1.3783621025510814e-08,2.040948634311976e-08,2.2449046581442954e-08,3.4060468174772344e-08,4.650665713037053e-08,5.2507494155037066e-08,6.712261096760919e-08,6.958632150484515e-08,1.4554179310447043e-07,2.0122786347936357e-07,4.610191377009449e-07,5.499361601866549e-07,6.566946129576157e-07,1.0363461111564495e-06,1.749316778632475e-06,2.8362665984419894e-06,3.3390953704214445e-06,3.606205404557723e-06,3.90238298291885e-06,2.4826788507808308e-05,3.1148722769064136e-05,3.413071982010947e-05,3.7149625441523645e-05,5.857342104297436e-05,9.239072274955079e-05,0.00032351374752671353,0.00034805741121964,0.00041183035593012773,0.00042962828261439997,0.0004421404588362533,0.0004874511697414628,0.0005063545578168034,0.000711993051533724,0.0010487489051571976,0.0011078640360172997,0.001854231599816438,0.0018550186987711813,0.002240995365277845,0.006320923602525484,0.009546542867696196,0.010739696894166654,0.01202897954763859,0.030812694196841035,0.06558247914371912,0.08137469235681526,0.12653899686512535,0.13616752895437087,0.18158512545695019,0.20200433592740166,0.20200433592740166,0.23910870967595577,0.3252758214191277,0.5,0.7045920666259369,0.9219902150973678,0.9298998016404609,0.9354825487807386,0.9905591692655124,0.9959545169453207,0.9987432732010305,0.9999893998088571,0.9999943267019602,0.9999983863630547,0.9999997215645411
BAH,1.503187638688652e-28,1.754377882465894e-28,5.154491487911655e-28,9.359561238378373e-27,6.656665507069604e-25,8.0004383238440045e-25,1.0528477603105684e-23,1.0588134209128108e-23,5.565232956849217e-23,2.288583357301994e-22,9.262878724727173e-22,1.6152180167678102e-21,5.969128516895072e-21,1.712491244192816e-20,3.3699123603141024e-19,1.813166256468549e-18,1.3134351586143649e-17,1.9664291291363006e-17,1.0412704850545505e-16,1.7320636316634947e-16,1.9764992866822118e-15,6.0844436001375695e-15,6.2881672151778805e-15,1.2154413571683402e-14,6.902770794327336e-14,3.815811281374372e-13,6.391987242764483e-13,7.152141153590914e-13,2.2390129189520765e-12,6.907694531469678e-12,1.9200804998015618e-11,2.1499558598216832e-11,3.6407531573790695e-11,4.6737327423593446e-11,1.0029568408309464e-10,4.39338398261091e-10,9.334760230551786e-10,9.837360139847699e-10,1.1886123946245087e-09,1.982850861941664e-09,2.6300143095422834e-09,3.4195525359675483e-09,3.578221945208574e-09,4.8918562385542396e-09,5.635770061935928e-09,5.7789339775699385e-09,8.556900565428463e-09,9.412008532902761e-09,1.4280224244460284e-08,1.949842539082037e-08,2.2014342117491144e-08,2.8141890181217147e-08,2.9174827863163538e-08,6.101999439247178e-08,8.436699339958702e-08,1.9328736956740616e-07,2.3056682603550932e-07,2.7532650684441185e-07,4.344997080017932e-07,7.334209450360945e-07,1.1891377636651231e-06,1.3999549841710752e-06,1.5119442403207354e-06,1.6361204722110842e-06,1.0409052805920643e-05,1.3059679081371454e-05,1.4309961371321197e-05,1.5575722981100683e-05,2.455838304042496e-05,3.8737899903320094e-05,0.00013566216625393896,0.0001459563802376002,0.00017270568817545956,0.00018017131144250259,0.00018541983506274192,0.00020442710608321345,0.00021235713445991593,0.0002986343572594215,0.0004399674155052856,0.0004647831511710239,0.0007782449200478294,0.0007785756319017352,0.0009407861979213268,0.0026598802898370262,0.004024806281304067,0.004530995075176499,0.005078759977649453,0.013153937519452678,0.028584863871444967,0.035809496055295556,0.05726072880006027,0.06199191047484044,0.08510631595083529,0.09594840948390726,0.09594840948390726,0.11641419008728875,0.16813649380174692,0.29540793337406324,0.5,0.8320796716029033,0.8475986117592544,0.8587401124965268,0.9777728711735826,0.9904046866451229,0.9970077275916184,0.9999747173312615,0.999986468442698,0.9999961512433477,0.9999993358900775
BDI,3.0335528020388426e-29,3.5404747911792166e-29,1.04021758121166e-28,1.888834267244643e-27,1.3433683048925645e-25,1.6145523998592965e-25,2.124730932591161e-24,2.136770112511329e-24,1.1231084926281537e-23,4.618544137509969e-23,1.8693229632233687e-22,3.259639059395229e-22,1.2046178449121455e-21,3.455944207218232e-21,6.80075249432887e-20,3.659114428768732e-19,2.6506171306642862e-18,3.9684111558462484e-18,2.1013670657731062e-17,3.495442849520844e-17,3.988733538664025e-16,1.227889350403827e-15,1.2690024042462707e-15,2.452857806872666e-15,1.3930343189378712e-14,7.700612156953579e-14,1.2899541156292648e-13,1.443359250611779e-13,4.518507030849266e-13,1.394027968455377e-12,3.8748759173430595e-12,4.338782767415166e-12,7.347330870851827e-12,9.431966237736215e-12,2.024047069549177e-11,8.866200035533975e-11,1.883829227038738e-10,1.9852579060832493e-10,2.398714818342785e-10,4.0015515315411593e-10,5.307579100253112e-10,6.90093035528596e-10,7.221137907091921e-10,9.872156925483336e-10,1.1373434493416813e-09,1.1662350720640576e-09,1.7268509397111216e-09,1.8994185647512918e-09,2.8818634247213246e-09,3.934938152620902e-09,4.4426702741702584e-09,5.67925849935863e-09,5.8877135892028405e-09,1.2314323190346375e-08,1.7025934745238723e-08,3.900694210892996e-08,4.653023693764263e-08,5.556310192866868e-08,8.768554436570619e-08,1.480102954607436e-07,2.399777330556088e-07,2.825224211014845e-07,3.051228006320775e-07,3.301826197157786e-07,2.100647507045195e-06,2.635575095938226e-06,2.8878975676025387e-06,3.1433444709932865e-06,4.956175140885365e-06,7.817859556187511e-06,2.7380674375519937e-05,2.9458596098098035e-05,3.4858193562391766e-05,3.636524045948374e-05,3.742474362969695e-05,4.126175672453909e-05,4.286263235947393e-05,6.028116930232364e-05,8.882013275047349e-05,9.383176512658248e-05,0.0001571536673513005,0.00015722049065837376,0.00019000085124416675,0.0005379271730404107,0.0008148558571591893,0.0009177100153852972,0.0010291061741068272,0.0026827367685724073,0.005903345983983012,0.00743927832578422,0.012109120791391858,0.01316172418811895,0.01842689558056507,0.020969078095419844,0.020969078095419844,0.025899961114310036,0.039190912845749444,0.07800978490263227,0.1679203283970967,0.5,0.5288307016292245,0.5509293607280725,0.8987602892511825,0.9541917430754562,0.9853461060162569,0.9998747317169285,0.9999329519463465,0.9999809289116292,0.9999967092077535
